幟	旘 帜
幡	旛
幢	橦
幣	币
幤	幣
幫	帮 幇
幬	帱
幱	襴
干	乾 幹
平	𤔁 𠀭
年	秊 𠫺
幵	开
并	並 幷 竝 併
幷	並 并 竝
幸	倖 㚔 𠂷 囟
幹	干
幺	么
幻	㕕
幼	𠣎
幽	凼
幾	𢆻 𢆼 几
广	廣
庁	廳
広	廣
庄	莊
庅	麼 麽
庆	慶
床	牀
庐	廬
庑	廡
库	庫
应	應
店	坫
庙	廟
庞	龐
废	廢
度	廓 𡧪 㡯
座	坐
庫	库
庬	厖
庵	菴
庶	庻 𤈲 𠦜 𠪌 𠩽 𠪛
康	𠭳
庸	㐯 𠆌
庺	松
庻	庶
庼	廎
庽	寓
庾	斞
庿	廟
廀	廋
廁	厠 厕
廂	厢
廃	廢
廄	廐 厩
廈	厦
廉	廉 磏 槏 𢋯 𢉧
廊	廊
廋	廀
廌	豸
廏	廄 𠤙
廐	廄 厩
廑	厪
廓	廓 𢌓
廕	蔭
廚	厨
廝	㒋 厮
廟	庙 庿
廠	厰 厂
廡	庑
廢	廃 废
廣	广
廧	墻 牆 𢋾
廩	稟 𢈺 廪
廪	稟 廩
廬	廬 庐
廰	廳
廱	雝
廳	廰 厅
廵	巡
廸	迪
廹	迫
廻	回 迴
廼	乃 迺
廽	回
廾	廿
廿	廾 卄
开	幵 開
弁	辨
异	異
弃	棄
弄	弄 瘧
弇	𢍔 𥦦
弈	奕
弉	奘
弊	𡚁
弌	搋 一 壹
弍	二 貳
弎	三
弑	弒
弒	弑
弔	吊
引	㧈
弟	𠂖 𢦢
张	張
弡	張
弢	韜
弥	彌
弦	絃
弪	弳
弭	𢏱
弯	彎
弳	弪
張	弡 张
強	强 彊
弹	彈
强	強 彊
弼	𠡂 㢸 𠨒 𢘍 𢏇 𢼥
弾	彈
彀	够 夠
彂	發
彈	𢎝 弹
彊	强 強
彌	𢑀 弥
彎	弯
彐	彑
彑	彐
归	歸
当	當 噹
录	錄 録
彗	篲
彙	彚 汇
彚	彙
彛	彝
彜	彝
彝	彛 𦇚 𢇏 𧤋 彞
彞	彝
彟	彠
彠	彟
彥	彦
彦	彥
彨	彲
彫	㓮 雕 鵰
彬	份 斌
彲	彨
彷	仿 髣 徬
彸	伀
役	𠈿
彻	徹
彿	髴
往	徃 𢔎 𨓹
征	徰 徵
徂	𡲂 𡲡
徃	往
径	徑
律	律
後	𨒥 𢔏 后
徑	俓 勁 径
徒	𨑒 𠫠
従	從
徕	徠
得	𢔶 䙷 𢔨
徙	𡕝 𨗬 𡲴
從	従 从
徠	來 倈 勑 徕
御	馭 𢓷 𢕜 禦
徤	健
徧	遍
徨	遑
復	覆 𢕛 𠣸 复
徬	彷
徭	傜
徰	征
徳	德
徴	徵
徵	𡈼 𢽡 𢾷 𢽠 征
德	惪 悳
徹	𢖉 𢕹 澈 彻
徺	僥
徽	𢾰
心	㣺 忄
忄	心
忆	憶
忈	仁
忌	坖
忍	㣼
忎	仁
忏	懺
志	誌 𢗍 志
応	應
忞	暋
忤	啎 迕
忧	憂
忭	昪
忰	悴
念	念
忻	欣
忼	慷
忾	愾
怀	懷
态	態
怂	慫
怃	憮
怄	慪
怅	悵
怆	愴
怌	懷
怒	怒 𢘂
怘	固
怜	憐
思	恖 𠂺 𡴓 𢍄
怣	尤
怨	𢘖 𠨝 𢛪 𢘔 𢘈
怩	𢘒
怪	恠
怱	匆 悤
怳	恍
怸	悉
总	總
怼	懟
怿	懌
恂	悛
恆	𢛢 𠄨 恒
恊	協 勰
恋	戀
恍	怳
恐	𢖶 𢙢
恒	恆
恕	㣽
恖	思
恠	怪
恡	吝 悋
恤	賉 卹
恥	耻
恩	摁
息	𧪩
恳	懇
恵	惠
恶	惡
恸	慟
恹	懨
恺	愷
恻	惻
恼	惱
恽	惲
恿	慂
悁	懁
悅	悦
悉	𢚊 𢝕 怸
悊	哲
悋	吝 恡
悐	惕
悔	𠧩
悚	𢷜 𢥠
悛	恂
悞	誤 悮
悟	𢛤
悠	滺
患	𢤒 𢡙 𢠶
悤	匆 怱
悦	悅
悪	惡
悫	慤 愨
悬	懸
悭	慳
悮	悞
悯	憫
悳	德
悴	忰
悵	怅
悶	㥃 懣 闷
悽	淒
惄	𧗂
情	𢚏 啨
惇	𥫉 敦
惊	驚
惌	宛
惎	𢗏
惕	惖 悐
惖	惕
惛	惽
惝	𢠵
惟	𢛧
惠	恵 𦻇 𢡘 𢞯 ①
惡	惡 亞 恶
惧	懼
惨	慘
惩	懲
惪	德
惫	憊
惬	愜
惭	慚
惮	憚
惯	慣
惰	𢢠 𢞑
惱	嬲 恼
惲	恽
惷	蠢
惺	𢜫 醒
惻	𢝔 恻
惽	惛
愆	𠐨
愈	癒 愉 瘉
愉	愈
愍	㥸 憫
愛	𤔤 𢟪 𢛭 爱
愜	惬
感	𢦡
愠	慍
愤	憤
愦	憒
愧	媿
愨	慤 悫
愬	訴
愳	懼
愴	怆
愷	恺
愻	遜
愼	眘 𡴜 㥲 昚
愽	博
愾	忾
愿	願
慁	㥵
慂	恿
慄	慄 栗
慈	㤵
態	态
慍	愠
慎	愼
慑	懾
慕	𢟽
慘	惨
慙	慚
慚	慙 惭
慞	傽
慟	恸
慣	惯
慤	愨 悫
慪	嘔 怄
慫	怂
慭	憖
慮	虑
慳	悭
慶	𢞢 𢙎 庆
慷	忼
慺	𢡌
慼	慽
慽	慼
慾	欲
憂	𠪍 𨗫 懮 忧
憅	慟
憇	憩
憊	惫
憋	𢠳
憐	憐 㥕 怜
憑	凴 𠗦 凭
憒	愦
憔	顦
憖	慭
憘	喜
憙	喜
憚	惮
憝	譈 懟 𢥲
憤	愤
憩	憇
憫	愍 悯
憮	怃
憯	㦧
憰	譎
憲	宪
憶	忆
懁	悁
懃	勤
懇	恳
懈	𢢣
應	応 硬 应
懌	怿
懍	懔
懐	懷
懑	懣
懒	懶
懔	凛 懍
懜	懵
懞	蒙
懟	憝 譈 怼
懣	㥃 悶 懑
懥	懫
懨	恹
懫	懥 𡒐 𡏸
懮	憂
懲	惩
懴	懺
懵	懜
懶	懒
懷	怀 怌 褱
懸	悬
懺	懴 忏
懼	惧 愳 𢡔
懽	歡 欢
懾	慑
戀	戀 恋 𤕈
戆	戇
戇	戆
戉	鉞
戋	戔
戏	戲
成	𢦩
我	𠨂 𢦓 𢦠
戒	𢦬
戔	戋
或	𢈿
戗	戧
战	戰
戛	戞
戝	賊
戞	戛
戟	屰
戦	戰
戧	創 戗
戩	戬
戬	戩
戮	戮 𡠢 𦐱
戯	戲 戱
戰	戦 战
戱	戲 戯
戲	戯 戱 呼 戏
戴	𢨇
戶	戸 㦿 𣥘 户
户	戶
戸	戶
戹	厄
戻	戾
戼	卯
戾	戻 𤡵 盭
所	𢨷
扁	碥 𡲜 艑
扃	𢇺
扅	扊
扇	煽
扈	𡴱
扊	扅
手	扌 𠂿
扌	手
才	哉 纔 財
扎	紮
扏	㧨
扐	朸
扑	撲
払	拂
托	拓
扛	摃
扞	擀 捍
扠	搋
执	執
扩	擴
扪	捫
扫	掃
扬	揚
扯	撦
扰	擾
扱	插
扳	攀
扵	于 亏 於
扶	𢻳 𢱿
扺	抵
扻	損
扼	㧖 搤
抃	拚
抉	刔
抌	舀
抍	拯 基
投	𢫹
抗	亢
折	翼 拃
抚	撫
抛	拋
抜	拔
抝	拗
択	擇
抟	摶
抠	摳
抡	掄
抢	搶
护	護
报	報
披	翍 㓟
抬	擡
抱	抔
抵	扺 𠥯
抻	伸
抽	𢭆
抿	㨉
拂	払
拃	折
担	擔
拆	責
拇	𧿹
拈	敁
拉	拉
拊	撫
拋	抛
拏	拏 拿 挐
拓	拓 托 摕
拔	抜
拕	拖
拖	拕
拗	抝
拙	䂐
拚	抃 帆
拜	拝 𣬊 𣬓 𢰛 𢴽 𡴬
拝	拜
拟	擬
拡	擴
拢	攏
拣	揀
拥	擁
拦	攔
拧	擰
拨	撥
择	擇
拪	遷 迻
拭	𢂑
拯	抍 基
拳	𢮙 㩲
拴	揎
拼	摒 秉
拽	曳
拾	十
拿	拏 拏 挐
挂	掛
挅	挆
挆	挅
指	𢫾
按	搵
挐	拏 拿
挙	舉
挚	摯
挛	攣
挜	掗
挝	撾
挞	撻
挟	挾
挠	撓
挡	擋
挢	撟
挣	掙
挤	擠
挥	揮
挦	撏
挩	捝
挫	繲
挭	骾 鯁
挱	挲
挲	挱
挷	搒
挸	𢹕
挼	捼
挽	掇 輓
挾	挟
捆	綑
捉	杓
捊	㩠
捌	八
捍	扞
捏	揑
捓	揶
捜	搜
捝	挩
捞	撈
损	損
捡	撿
换	換
捣	搗
捦	擒
捨	舍
捫	扪
捬	撫
据	據
捲	卷
捴	總
捵	䥀
捶	搥 箠
捻	捻
捼	挼
掂	敁
掃	埽 扫
掄	抡
掇	挽
掉	棹
掌	𤓯
掏	搯
掐	𠜼
掗	挜
掘	撅
掙	挣
掛	挂
掠	掠
採	采
掩	揜 揞
掬	匊
掲	揭
掳	擄
掴	摑
掷	擲
掸	撣
掺	摻
掻	搔
掼	摜
掽	碰
揀	拣
揅	研
揎	拴
揑	捏
插	扱
揚	敭 𠭲 扬
換	换
揜	掩
揝	撍 攢
揞	掩
握	𦥆
揣	𢭍
揦	攋
揪	揫
揫	揪
揭	掲 結
揮	𢱳 挥
揯	搄
揶	捓
揷	插
揸	楂 摣
揺	搖
揽	攬
揾	搵
揿	撳
搀	攙
搁	擱
搂	摟
搃	總 摠
搅	攪
搆	構
搇	撳
搉	㩁
損	扻 损
搒	挷
搔	掻
搖	揺 摇
搗	擣 捣
搜	捜 𢯱 𢲷
搞	攪
搤	㧖 扼
搥	捶
搧	煽
搨	搭
搪	傏
搫	搬
搬	搫
搭	搨 撘
搯	掏
搵	按 揾
搶	抢
携	攜
摁	恩
摂	攝
摃	扛
摄	攝
摅	攄
摆	擺
摇	搖
摈	擯
摊	攤
摑	掴
摒	屏 拼
摔	甩
摕	拓
摜	掼
摟	搂
摠	搃 總
摡	溉
摣	揸
摩	𢳀
摭	拓
摮	𢳆
摯	挚
摳	抠
摴	舒
摶	抟
摻	掺
摼	牽
摽	𢹰
撂	㨼
撃	擊
撄	攖
撅	掘
撆	撇
撇	撆
撈	捞
撍	揝 攢
撏	挦
撐	撑
撑	撐
撓	挠
撘	搭
撚	撚
撝	㧑
撟	嬌 挢
撢	撣
撣	撢 掸
撥	拨
撦	扯
撫	拊 捬 𨑟 抚
播	𢿥 𨤏
撲	攴 扑
撳	搇 揿
撵	攆
撷	擷
撸	擼
撹	攪
撺	攛
撻	𨘈 𢽞 挞
撾	挝
撿	捡
擀	扞
擁	拥
擃	攮
擄	擄 虜 掳
擇	択 择
擊	撃 击
擋	攩 挡
擒	捦
擓	㧟
擔	担
擗	劈
據	拠 据
擞	擻
擠	挤
擡	抬
擣	搗
擥	㩜 攬
擧	舉
擬	儗 拟
擯	摈
擰	拧
擱	搁
擲	擿 掷
擴	扩
擷	撷
擸	㧜
擺	摆
擻	擞
擼	撸
擾	扰
擿	擲
攀	㐴 扳
攄	摅
攅	攢
攆	撵
攋	揦
攏	拢
攒	攢
攔	拦
攖	撄
攘	𣀮
攙	搀
攛	撺
攜	携
攝	摂 摄
攢	攅 揝 撍 攒
攣	挛
攤	摊
攩	擋
攪	搞 搅
攬	㩜 擥 揽
攮	擃
支	𠦙 𢺶
攴	撲 攵
攵	夊 攴
收	収 㧃
攷	考
放	匸
敁	掂 拈
敃	暋
效	効
敉	侎
敌	敵
敍	叙 敘
敎	教 𤕝 𧧿
敏	勄
敓	敚
敕	勅 勑
敗	贁 貝 𤖐 䢙 败
敘	敍 叙
教	敎
敚	敓
敛	斂
敠	敪
敢	𠭖 𢽤 𣪏
散	枚
敦	𢼪 𠧉 惇
敩	斅
敪	敠
敬	𣀖 𢿩
敭	揚
数	數
敲	䯨
敵	敌
敶	陳
敷	旉 尃
數	数
敺	驅
敻	夐
敽	敿
敿	敽
斁	𤢕
斂	敛
斃	毙
斄	𠩬
斅	斆
斆	斅 鏰
文	㒚 穩
斈	學
斉	齊
斋	齋 齊
斌	彬
斍	覺
斎	齋
斓	斕
斕	斓
斗	𣂑 鬥
斚	斝
斝	斚 檟
斞	㔱 庾
斤	觔
斥	㡿
斩	斬
斬	斩
断	斷
斮	𢧉
斯	𣂕
新	𢀝
斲	㓸 斵
斵	斲
斷	𣂢 𠜷 𠝅 断
方	𤙗
於	烏 𣱏 𤕘 于 亏 扵
施	𢒃 𠇜 𠤒
斾	旆
旁	𣃟 𣃙 㝑 傍
旂	旗
旅	旅 𣥏 𣃨 魯 𣥐
旆	斾
旈	旒
旉	敷 尃
族	㞺 𥎩 𥎼 𥏁
旒	旈
旗	旂
旘	幟
旛	幡
无	𠑶 無
旡	𠘸
既	旣
旤	禍
日	𡆸
旦	蛋
旧	舊
旨	𠮛 𤮻 𣅌 𠩊
旪	協
旬	𠣙 𠣡
旭	旯
旮	旭
旯	旭
时	時 旹
旷	曠
旸	暘
旹	时 時
旾	春
昂	昻
昇	升
昉	昞
明	朙
昏	𣄾 𣄼 昬
昒	㫚
易	易
昙	曇
昚	愼
昜	陽
昝	偺 喒
昞	昉
星	𠻖 曐 𤽛 皨
映	暎
春	萅 𦸬 旾 𣈤
昧	𣆜
昪	忭
昬	昏
是	昰 𣆞
昰	是 夏
昵	暱
昶	暢
昷	𥁕
昻	昂
昼	晝
昽	曨
显	顯
昿	曠
晁	朝
時	旹 时
晃	晄
晄	晃
晅	烜
晉	晋 𣈆
晋	晉
晒	曬
晓	曉
晔	曄
晕	暈
晖	暉
晚	晩 𣆛
晝	昼
晢	晰
晤	𣅎
晨	𠔹
晩	晚
晰	晢 晳
晳	晰
晴	晴
智	𥏼
暁	曉
暂	暫
暈	晕
暉	晖
暋	忞 敃
暎	映
暖	煖 娠
暗	晻
暘	旸
暠	皜 𣉞
暢	畅
暣	𣅠
暦	曆
暧	曖
暨	曁
暫	暂
暱	昵
暴	暴 𣋴 虣
暸	瞭
曁	屆 𦤌 𠕨
曄	曅 晔
曅	曄
曆	𢍷 厤 歴 歷 历
曇	昙
曉	暁 晓
曏	向
曐	星
曖	瞹 暧
曜	𣇪 𤒂 燿 耀
曠	昿 𣊥 旷
曡	疊 叠
曨	昽
曬	晒
曳	曵 拽
更	更 㪅
曵	曳
書	书
曹	曺
曼	㬅
曽	曾
曾	曽
最	𣤜
朁	參 㬱
朂	勗
會	𣌭 㞧 𠃐 㣛 𣥈 会
有	
朌	頒
服	𣍞 𦨈
朏	𣍧
朐	胊 鸜 鴝
朔	𣍮
朕	𦩎
朖	朗
朗	朗 𥇑 脼
朙	明
望	朢 𦣠
朝	晁
朞	期 稘 𣍡 𥟝 𣇳
期	朞 𣅆 𠔸 逞
朢	望
朦	蒙 矇
朧	矓 胧
朩	等
本	夲 楍 㮺 𡴡
札	箚
术	術
朳	杷
朴	樸
朵	朶 㙐
朶	朵
朸	扐
朹	簋
机	機
朿	莿
杀	殺
杂	雜
权	權
杆	桿
杇	圬
杍	李
李	李 杍
村	邨
杓	捉
杝	柂
杠	槓
条	條
来	來
杧	芒
杨	楊
杩	榪
杯	盃 𠤯
杰	傑
東	东
杴	𣞘 锨
杷	朳
杸	殳
松	枩 㮤 梥 庺 鬆
板	版 闆
枀	松
极	極 极
构	構
枉	𣒈
枏	楠
析	𣂔
林	林
枚	散
果	菓
枞	樅
枢	樞
枣	棗
枥	櫪
枧	梘
枨	棖
枩	松
枪	槍
枫	楓
枬	楠
枭	梟
枱	儓 檯
枴	拐
架	榢
枾	柿 柹
柁	舵
柂	杝
柄	棅
柆	拉
柏	栢 孛
某	梅 厶
柒	漆 七
柙	㘡
柚	櫾
柜	櫃
柠	檸
查	査
柩	柾
柬	𥳑
柰	奈
柳	檉 丣 𣓠
柴	茈
柵	栅
柹	枾
査	查
柽	檉
柾	柩
柿	枾
栀	梔
栄	榮
栅	柵
标	檁 標
栈	棧
栉	櫛
栊	櫳
栋	棟
栌	櫨
栎	櫟
栏	欄
树	樹
栒	簨
栖	棲
栗	慄 㮚 𣡼 𣡷 慄
栛	荔
栝	檜
校	𨬛 𤲽
栢	柏 孛
栰	筏
样	樣
核	覈 𣝗
栾	欒
桀	㘶
桁	航
桌	棹
桑	桒 𣕐 𠭌
桒	桑
桜	櫻
桟	棧
桠	椏
桡	橈
桢	楨
档	檔
桤	榿
桥	橋
桦	樺
桧	檜
桨	槳
桩	樁
桪	樳
桮	杯
桼	𢒡 㯃 漆
桿	杆
梁	梁 𣹷 渿 樑
梅	楳 某 槑
梔	栀
梘	枧
條	条 糶
梟	鴞 枭
梥	松
梦	夢
梨	梨 棃
梲	棳 棁
梹	檳
梼	檮
梾	棶
梿	槤
检	檢
棁	梲
棂	欞
棃	梨
棄	弃 𢍞 𨓋
棅	柄
棊	棋 碁
棋	棊 碁
棐	榧
棑	篺
棕	㯶 椶
棖	枨
棗	𠂲 枣
棟	栋
棥	樊
棧	桟 栈
棰	槌
棱	稜 楞
棲	栖
棳	梲
棶	梾
棹	桌 櫂 卓
棺	𣑄
椀	盌 碗
椁	槨
椎	槌
椏	桠
椒	茭
椘	楚
検	檢
椝	槼
椟	櫝
椠	槧
椤	欏
椫	樿
椭	橢
椰	㭨
椶	棕
椹	葚
椾	牋
楂	查 揸 槎
楊	杨
楍	本
楓	枫
楕	橢
楙	茂
楚	椘 𣕪
楜	胡
楞	稜 棱
楠	枏 枬
楡	榆
楥	楦
楦	楥
楨	桢
楫	艥 檝
業	𤑽 𤎸 业
楳	梅
極	极
楷	𣗀
楼	樓
楽	樂
概	槪 槩
榄	欖
榅	榲
榆	楡
榇	櫬
榈	櫚
榉	櫸
榎	檟
榘	矩
榛	亲
榢	架
榦	乾
榧	棐
榨	醡 酢
榪	杩
榮	荣
榲	榅
榴	橊
榿	桤
槀	稿
槅	核
槇	槙
槊	鎙
構	构
槌	棰 椎
槍	枪
槎	楂
槏	廉
槑	梅
槓	杠 篢
槖	橐
様	樣
槙	槇
槚	檟
槛	檻
槜	檇
槟	檳
槠	櫧
槤	梿
槧	椠
槨	椁
槩	㮣 概
槪	㮣
槳	桨
槹	𣓌
槻	規
槼	椝
樁	桩
樂	樂 乐
樅	枞
樊	棥
樐	櫓 㯭 艪
樑	梁
樓	樓 楼
標	标
樚	轆
樞	枢
樣	様 样
権	權
横	橫
樯	檣
樱	櫻
樳	桪
樷	叢
樸	朴
樹	𡬾 𣕒 𣚤 树
樺	桦
樻	匱 櫃
樽	罇 墫
樿	椫
橆	無
橇	鞒 鞽
橈	桡
橊	榴
橋	桥
橐	𡇈 槖
橓	蕣
橛	橜
橜	橛
機	机
橢	楕 椭
橥	櫫
橦	幢
橫	横
橱	櫥
橹	櫓
橼	櫞
檁	标 檩
檇	槜
檉	柳 柽
檐	簷
檒	風
檔	欓 档
檘	蘗
檛	簻
檜	栝 桧
檝	楫 艥
檟	榎 斝 槚
檠	𢐧
檢	検 检
檣	艢 樯
檩	檁
檮	梼
檯	儓 枱 台
檳	梹 㯽 槟
檴	穫
檸	柠
檻	槛
檼	櫽
檾	䔛
櫂	棹 掉
櫃	匱 柜 樻 饋 鐀
櫈	凳
櫉	櫥
櫌	耰
櫓	櫓 㯭 樐 艪 橹
櫚	榈
櫛	栉
櫝	匵 椟
櫞	橼
櫟	栎
櫥	櫉 橱
櫧	槠
櫨	栌
櫪	枥
櫫	橥
櫬	榇
櫱	𣎴 蘖
櫳	㰍 栊
櫸	榉
櫺	欞
櫻	樱
櫽	檼
櫾	柚
欄	欄 栏
權	権 权
欏	椤
欒	灤 栾
欓	檔
欖	榄
欝	鬱
欞	櫺 棂
欠	缺 𣣓
次	𦮏 𠕞 𠤣
欢	懽 歡
欣	忻
欤	歟
欧	歐
欬	咳
欲	慾
欵	款
欶	𠲿
欸	唉
欹	猗
欼	啜 歠
欽	𣣽 钦
款	欵
歈	𣤏
歉	欠
歌	可 哥 謌
歎	嘆
歐	欧
歓	歡
歕	呠 噴
歖	喜
歗	嘯
歛	斂
歟	欤
歠	啜 欼
歡	驩 𧆒 懽 欢
止	只
正	㱏 𣥔 𤴓 𧾸
歧	岐 𨙸
歩	步
歬	前
歯	齒
歱	踵
歲	亗 𡻕 𢧁 岁 嵗 歳
歳	歲
歴	歷 曆
歷	曆 歴 𡿌 历
歸	帰 归 𤾤
歹	歺 𡰮
歺	歹
死	𠑾 𣥴
歼	殲
歾	沒
歿	殁 沒
殀	夭
殁	歿
殂	𡲂 𣨐 𣧫 𡲡 𣨖
殃	䄃 𥙏
殄	𣦺 𠂈
殇	殤
殉	侚 狥
残	殘
殍	莩
殒	隕 殞
殓	殮
殘	残
殚	殫
殞	隕 殒
殡	殯
殤	殇
殨	㱮
殪	𣨑 𣩉
殫	殚
殮	殓
殯	殡
殰	𦢌 㱩
殱	殲
殲	𣨦 歼
殳	杸
殴	毆
段	𠩻
殸	聲
殺	殺 𢁛 𢽅 𢿹 𢽆 𢼡 𢿔 𧤿 杀
殻	殼 壳
殼	㱿 壳 殻
殽	淆
毀	𣪷 毁
毁	毀
毂	轂
毆	殴
毎	每
每	毎
毐	娭
毑	姐
毒	𦸕 𧉉
毓	育
比	夶 𣬅
毕	畢
毗	毘
毘	毗
毙	斃
毡	氈
毧	㲓
毫	𡨉
毬	球
毵	毿
毿	毵
氂	犛 牦
氅	鷩
氇	氌
氈	毡 氊
氊	氈
氌	氇
氏	厥
氐	𢎮
民	𠘽
氒	厥
氓	甿
气	氣
気	氣
氜	陽 阳
氢	氫
氣	気 炁 𣱛 气
氤	絪
氩	氬
氫	氢
氬	氩
氯	綠
氲	氳
氳	氲
水	氵
氵	水
氷	冰 冫
氼	溺
氽	尿
氾	泛
求	裘
汇	彙 匯
汉	漢
汎	泛
汏	𡊌
汓	遊 游
汙	汚 污 洿
汚	汙 洿
污	汙
汤	湯
汨	淿 汩
汩	汨
汬	阱
汶	渂
汹	洶
決	决
沅	源
沇	沿
沈	沉 瀋
沉	瀋 沈
沍	冱
沒	歿 歾 𣇶 没
沖	盅 冲
沜	泮
沟	溝
没	沒
沢	澤
沣	灃
沤	漚
沥	瀝
沦	淪
沧	滄
沨	渢
沩	溈 潙
沪	冱 滬
沬	湏
沱	沲
沲	沱
沵	濔
沸	㵒
治	乿
沽	夃
沿	沇
況	况 𡶢
泄	洩 渫
泉	洤
泊	泺
法	佱 灋 𣳴
泖	茅
泙	洴
泛	汎
泝	溯 遡
泞	濘
泡	箔
泥	泥 坭
注	註
泪	淚
泮	沜
泰	夳
泲	濟
泶	澩
泷	瀧
泸	瀘
泺	濼
泻	瀉
泼	潑
泽	澤
泾	涇
洁	潔
洌	冽
洒	灑
洓	漬
洚	洪
洛	洛 洜
洜	洛
洞	峒
洟	涕 𪖦
洤	泉
津	𦪉 𦩏 𣸁 𦩦 𦩨 𨔥
洩	泄 渫
洪	洚
洴	泙
洶	汹
洼	窪
洿	汙 汚
流	流 㳅
浃	浹
浄	淨
浅	淺
浆	漿
浇	澆
浈	湞
浉	溮
浊	濁
测	測
浍	澮
济	濟
浏	瀏
浐	滻
浑	渾
浒	滸
浓	濃
浔	潯
浚	濬
浜	濱
浣	澣
浧	澄
浩	澔
浪	浪
浸	𥧲
浹	浃
浼	凂
涂	塗
涇	泾
消	㴅
涉	渉 𣥿 㴇
涌	湧
涎	㳄
涕	洟 䶏
涖	莅 蒞
涙	淚
涚	涗
涛	濤
涜	瀆
涝	澇
涞	淶
涟	漣
涠	潿
涡	渦
涢	溳
涣	渙
涤	滌
润	潤
涧	澗
涨	漲
涩	澀
涶	唾
涸	凅
涼	凉 凉
淀	澱
淆	殽
淋	淋
淒	凄
淚	淚 泪
淜	漰 馮
淡	澹
淥	渌
淨	凈
淪	沦
淫	婬 㸒
深	𣸧
淳	湻 𤂸
淵	𣶒 囦 𠝃 渊
淶	涞
淸	清 𠗜
淹	渰
淺	浅
淾	飮
淿	汨
渂	汶
清	淸
渇	渴
済	濟
渉	涉
渊	淵
渋	澀
渌	淥
渍	漬
渎	瀆
渐	漸
渑	澠
渓	溪
渔	漁
渕	淵
渖	瀋
渗	滲
渙	涣
渚	陼
減	减
渜	湪
渢	沨
渦	涡
渨	隈 偎
温	溫
渫	泄 洩
測	测
渰	淹
渴	渇 𣊅
游	逰 汓
渹	𢕐 訇
渾	浑
渿	梁
湊	凑
湏	須 沬
湑	醑
湛	㴴
湞	浈
湟	況
湧	涌
湪	渜
湯	汤
湻	淳
湾	灣
湿	溼 濕
満	滿
溁	濚
溃	潰
溅	濺
溆	漵
溇	漊
溈	潙 沩
溉	漑 摡
溌	潑
源	厵
準	凖 准
溜	溜
溝	沟
溞	叜
溪	渓
溫	温
溮	浉
溯	泝 遡 㴑
溳	涢
溺	尿 氼 㲻
溻	褟
溼	濕
溽	縟
滄	𣶟 𣳁 沧
滅	烕 𣹹 𢦹 灭
滋	𣳯 𦱳
滌	涤
滎	荥
滑	磆
滗	潷
滙	匯
滚	滾
滞	滯
滟	灔 灧
滠	灄
满	滿
滢	瀅
滤	濾
滥	濫
滦	灤
滨	濱
滩	灘
滪	澦
滬	沪
滯	滞
滲	渗
滷	卤
滸	浒
滺	悠
滻	浐
滾	菌 滚
滿	𡈪 满
漁	䱷 渔
漆	柒 㯃 桼 𣴶
漇	𢳜
漊	溇
漎	潨
漏	漏
漑	溉
漓	灕
漚	沤
漢	㵄 𣶔 汉
漣	涟
漤	灠
漧	乾
漫	澷
漬	洓 渍
漰	淜
漱	潄
漲	涨
漵	溆
漸	渐
漾	瀁
漿	𤕯 浆
潀	潨
潁	颍
潅	灌
潆	瀠
潇	瀟
潋	瀲
潍	濰
潑	溌 泼
潔	洁
潙	溈 沩
潛	潜
潜	潛
潝	㴔
潤	润
潦	澇
潨	潀 漎
潬	灘
潯	浔
潰	溃
潴	瀦
潷	滗
潸	𣽽
潿	涠
澀	澁 濇 瀒 涩
澁	澀 濇
澄	澂 浧
澆	浇
澇	潦 涝
澈	徹
澑	溜
澔	浩
澗	磵 涧
澙	潟
澛	瀂
澜	瀾
澠	渑
澣	浣
澤	沢 㚖 泽
澦	滪
澩	泶
澮	巜 𣴯 𣲸 浍
澱	淀
澳	襖 𥜌
澷	漫
澹	淡
濁	浊
濃	浓
濇	澀 澁 瀒
濑	瀨
濒	瀕
濔	沵
濕	𦒣 溼 湿
濘	泞
濚	溁
濛	霥 靀
濜	浕
濟	泲 㴉 济
濤	涛
濫	滥
濬	浚 𣽊 䜭
濰	潍
濱	濵 瀕 𣴩 𩔤 𨽗 滨
濳	潛
濵	濱 瀕
濶	闊
濺	溅
濼	泊 泺
濾	濾 滤
濿	砅
瀁	漾
瀂	澛
瀅	滢
瀆	渎
瀇	㲿
瀉	泻
瀋	沈 渖
瀏	浏
瀒	澀 濇
瀕	濱 濵 濒
瀘	泸
瀝	沥
瀟	潇
瀠	潆
瀦	潴
瀧	泷
瀨	瀬 濑
瀬	瀨
瀰	彌
瀲	潋
瀾	澜
灃	沣
灄	滠
灋	法
灌	潅
灎	灔
灏	灝
灑	𣶇 洒
灔	灩
灕	漓
灘	潬 滩
灝	灏
灠	漤
灣	湾
灤	滦
灧	灔 滟
火	𤆄 灬
灬	火
灭	滅
灮	光
灯	燈
灰	灰
灴	烘
灵	靈
灶	竈
灹	燠
災	烖 𤆎 𦸜 灾 菑
灾	災 菑 烖
灿	燦
炀	煬
炁	氣
炅	耿
炉	爐
炔	耿
炖	燉
炗	光
炙	炙
炜	煒
炝	熗
炤	照
炫	衒
炮	砲 炰 礮
炯	烱
炰	炮
炸	煠
点	點
為	爲 为
炼	煉
炽	熾
烁	爍
烂	爛
烃	烴
烈	煭
烉	煥
烊	煬
烏	𤚶 於 𥾪 乌
烕	滅
烖	災 灾 菑
烘	灴
烙	烙
烛	燭
烜	晅
